tweet_id,sentiment,author,content
1956983509,1,heyitsmisti,ia really happy cooks choices
1956983690,1,Trishalove,fell asleep beach put enough sunscreen lol
1956983851,1,sweetkisses277,think son might flu cause cleaned stanky puke mess
1956983874,2,joia,great see cute little bad got sick
1956983931,3,MunkyMunch,cant give bday
1956984185,1,HarryLyme,woman transfer first impressions onto less man weak
1956984205,3,chicabajoelsol,opening weekend buy enjoy watch
1956984559,3,Marielii,says miss
1956984864,1,Amantou,blood way rabies shots wash cats home hate water
1956984894,3,Chai_Bo,miss
1956985129,3,Cookphotos,
1956985535,2,quarrygirl,favorite sandwich place ummm take
1956985612,1,juliehuang,sad shin got alex
1956985758,1,jazz_angela,tweet news abuzz leaving
1956985764,1,Samm_xo,ohh thursday exams day wednesday
1956985973,3,ssabz,mix dentist appt rescheduled tomorrow
1956986211,1,metaphysical1,thinking excited guys realized sad see
1956986359,1,bittenbyte,goooood mooorning sun out spring first spring hail car dimples now
1956986767,1,AshLaws,love
1956987381,1,supkeke,fresh prince sleepy sleeps nightly routine go early tmrw
1956987600,0,naterkane,hulu desktop totally screwed ability talk particular port dev watch code
1956987828,1,palomalopes24,jealous mom talking want see twittering making miss
1956987904,1,creativevixen86,keep thinking puppy played today
1956987950,1,smiles4dayyz,got much got part song stuck head jerk
1956988145,3,padfootly,going
1956988218,3,callatya,freaking difficult get settle office suite
1956988223,1,kabilan,month due strawberry
1956988477,3,enlightenthem,work go bed soon
1956989093,2,Angela_Grace,put arm cuz better
1956989514,1,yellowduckx,hiii im cant fall asleep
1956989526,1,KaKuBby,dont work tomorrow get paid
1956989560,1,benchidol,feels sad coz wasnt able play
1956989561,3,outrAjusCharmer,
1956989601,0,M0anique,cayogial wanted come summer :/ sure life summer
1956989914,1,Fowl2,ever dropped call call charged data even though data pack
1956990288,0,MissPassion,win
1956990413,3,Wendywitwoo,time
1956990568,1,sarah_walter,like time year never used problem either
1956990729,1,marpizza,minute well
1956991009,0,rdyfrde,sucks
1956991673,1,M0anique,wanted come summer :/ sure life summer
1956991704,0,Tweetyangie,opened windows kept
1956991723,1,briwyatt,big scary bug flying around
1956992030,1,mafiaman8108,wish knew puts stole never gave occasionally likes like look
1956992144,1,Margotkay,nasty cough cant sick huge weekend ahead
1956992349,3,jarekpastor,stone cold
1956993007,1,villa_ld,tired
1956993080,3,cheiyinkeithsui,shift time
1956993206,3,dashdragan,sure some cum workin til
1956994067,3,lockerhaxor,second wish rained
1956995196,1,jnvelasquez912,early happy day birth case make tired therapy today n taking
1956995505,3,twakatovsrocks,damn anyone else need hair played
1956995679,3,jmil1733,feel
1956995762,1,foxtail84,suck ducks
1956995852,3,ErikaAlexxis,almost good tomorrow
1956996081,0,snursalim,waraku
1956996385,2,votech,sounds week still offline ask
1956996470,1,ohmygoshnina,read
1956996673,0,Merekdavis,
1956996730,1,Rowch,wonders points turned
1956996765,2,rarmendariz,pack glass wine order celebrate weekend work
1956996776,1,KitaCupcake,miserable feel like im gona cry
1956997143,3,louiethecat,well ran beer sure waiting long nite
1956997352,1,1azylizzie,nose stud fell find like head today get new
1956997619,3,kudosbeauty,claire love got office am radio
1956998370,2,rockinchick11,philly am love boyfriend love
1956998532,1,katienaas,sigh going feel right
1956998538,3,jeannicole,focused much see beloved must vote president
1956998698,3,FoOie,tourists only
1956998704,1,sillynic,depressed watching think dance
1957000040,1,minauderie,cross stuck thumbs ugh
1957000077,3,danzjoe,miss
1957000152,3,RoxieDax,like idea long takes investigate
1957000290,1,Ohtybaby,cant im sore move
1957000314,3,Phenikone,miss baby
1957000336,3,Gen22,answered never learned write basic
1957000372,3,cv70,never say
1957000788,1,zpavic,new appreciation xml build script really painful
1957001049,3,amy__xx,awake ill nap afternoon
1957001370,1,katlovesjoelk,cant anything
1957001496,3,miss_sammi,still needs another hours sleep
1957001506,3,benmfowler,work
1957001854,2,Samiijoo,great mini fiddler crab
1957001967,3,mozwold,early
1957002082,1,V0NST3V3,day working sad times
1957002773,2,UncoolRockstar,thanks soooo close yet far
1957002923,1,indpndentgirly,head hurts bad could
1957003048,1,rianne_kelsey,go broken somewhere im even pain
1957003356,1,nettlej,work challenge going committed check email pm am first
1957003440,1,autotips,blog auto found auto insurance policy careless
1957003715,3,BlaqueBeautyy,wat
1957004184,1,rionne,oh really see
1957004519,1,asteinke,showing tags last went insurance renewal email went old
1957004606,1,riannasc,sole supporter sole supporter
1957004749,0,golden_one,hate finish work still hours left work time
1957005165,1,RebeccaBrunner,urgh stop guys
1957005226,1,GiselleLee,still missing really want
1957005279,1,PYTDavis,miss puppy
1957005410,0,HIM357,days month left
1957005696,2,nickhalme,get looks
1957005713,1,smilyross,given pizza kids would never let hot
1957005817,1,JBabyLove,reading tabloids mine baby
1957006033,1,klybob,pet home sad whole family
1957006074,3,rnbprincess79,fun sun hmmm hell cold
1957006098,1,puelladei,got giant stuck underneath finger nail today got go first
1957006245,1,bella_facia,hate fans met something went horribly
1957006307,1,ninz_0214,feeling reason
1957006547,1,spookychan,well new pain med odd warning actually applies take
1957006674,1,nel5on,uploaded new painful story s year old man cried wanted sad
1957006725,3,andrewjennings,think
1957006830,3,AddITame,
1957006947,1,miiiiiiike,kind curse night time feel like making music afterwards
1957007167,3,Dillontate,last tweet send bad phone
1957007268,2,EmaMolly,day gone sooo slow going insane anything
1957007357,3,_SNO_,headache going
1957007394,3,jarekpastor,watching
1957007437,2,grrimadinox,get california ahahah want dont ebay
1957007633,1,IAmYourDensity,saw pics past sad
1957007981,1,MunkyMunch,wont let
1957008075,1,Inamint,shift really feel like working right
1957008193,1,kimchiipanda,money phone
1957008287,1,KarlOnSea,last night wheels hit
1957008292,1,RoseMarionTyler,days ready visit see heard anything
1957008434,0,Just_Cath,hear thunder
1957008478,0,bekahjayne,bec vs fat food winner fat food ill beat
1957008498,1,CathyDohling,bad disappointing say least
1957008766,0,shutitoff,dream pretty pretty beach beach woke
1957008802,1,pfak,fast enough x try
1957008987,0,lilTanker,da heck garage man get ask
1957009454,1,woahitsJana,please forgive really lose
1957009666,0,wendyisastar,probably pretty good note self
1957010072,1,tiffalo,plane tickets expensive
1957010329,2,NoteRobot,probably pretty good note self
1957010415,1,trina3mg,job
1957011291,1,ABCeCe,wish
1957011738,1,ignoredt,coffee today asked person needed speak
1957012476,1,nickhalme,played latter parts voodoo village part lost usual partner
1957012535,3,SexyBeach,n bored opposed almost sleep frm b
1957012769,1,ditzyfrenchfrys,bad friend
1957013149,3,cheeseyy,happy hope awesome see next last
1957013166,0,jupzchris,im shit right im vacation got workin
1957013488,3,LetitiaIvy,ill
1957013697,3,Labellajuicy,guess go still gym work
1957013723,0,babygurl0791,would wish severe would prescriptions arent working
1957013804,2,jammmaster1021,missed game
1957013885,1,debraladiva,internet last massive explosion end nearby gas works standby
1957013895,0,kkjordan,cuz airlines super
1957013896,1,sigitt,pity comes lamb though
1957014267,1,Karoli,sorry hear get
1957014389,3,misscinders,done painting bedroom still table wait moving heat
1957014493,0,Taynted_lyfe,
1957014517,3,dalastmil62,hungry probably never see enjoy closing
1957014653,3,sloanquigley,didnt show tonight
1957014706,0,butteredninja,hate hate let go home want start
1957015287,3,skk123,
1957015475,3,WgtnCoffeeCup,desktop twitter app actually let access liked
1957015719,1,dancingwithself,people house know close doors
1957016086,0,chrisshennan,completing facebook quizzes time especially friday morning
1957016169,3,thatonebroad,soooo hungry
1957016339,1,R_nB,like possibility left side brain hurting thing called shunt possible death
1957016697,1,fritoleva,cancel wow
1957016818,1,PnkRckGirl97,wants make music profile money know write music know play instrument studio
1957017164,1,RoxieDax,sad love account
1957017177,1,KCSuzy,hear helicopter flying kind headache
1957017320,1,xSpotlighted,oh always ;)
1957017333,3,serinurshira,back last day playing
1957017486,3,skypen,poll trying get work powerpoint
1957017522,2,Davislb921,took math test day teacher says bring decided
1957017595,2,c10gg3rgirl,concert madrigals gave chills almost every also called didnt get go
1957017610,3,thetoughsams,terrible hardest live good thing found
1957018061,1,lsvdmbfan,late nothin
1957018162,1,leilanire,think vog making sicker feeling slightly achy
1957018678,3,oohZOE,watching vodka involved
1957019034,1,monkeylover96,homework sux big time maths
1957019121,3,portablegamer,would let play songs start blacks
1957019458,3,RefinedCaliber,never
1957019556,1,JMarmo13,sometimes wish things could go way beginning last summer
1957019715,1,Mrs_Jackman,downloaded new twitterfon update thinking fixing typing problem new
1957019766,3,retroglo,north goes
1957020180,1,ChickenNuggets,feel guess matter always
1957020385,2,itspaigepenales,minutes done minutes today minutes
1957020390,1,Karmenyl,confused
1957020593,3,anbudan_BALA,friends like need advice wrong time led deaths lost cause well
1957020624,1,Tonysize,day
1957020702,2,HD_Fury,wait zombie weeks
1957020861,3,BritishAtHeart1,looove playing think sound
1957021039,1,Musti08,refunds takes like hoping thief use hacks
1957021224,3,la_oooo_ra,im cries
1957021305,1,AndyClaudine,girl came room rent sadly think bit disappointing
1957021321,0,FoOie,units tourists today
1957021486,0,karissaferg,hate new mt dew giant scares grosses time
1957021631,3,KittyPoops,well hours
1957022610,1,leonperkin,super keen drive home rain additional required really deal
1957022799,0,dan11ela,aw u let
1957023061,0,MissxMarisa,sorry think stick least compared used look
1957023133,1,AmyFuentes,transport church wont making im time assignments throat really hurts
1957023263,0,youulovemee,see pregnant women sooo irresponsible n baby
1957023739,0,Tin06,cant avoid lie
1957023842,3,hoolahoopchick,twittascope rocking socks go away
1957023917,3,schlingel,home forgot piece cake
1957024334,1,o0hmaig0d,tried jumping without trampoline like eaten
1957025428,1,lungjen,send email feel need shitty
1957026475,1,annamaurice,pissing letting follow ericka
1957027495,1,FreddyS87,going sleep peaceful wanted hear say happen
1957027630,1,CforrClemmensen,mums trying make feel stopping voting winning almost
1957027687,3,lucasd,close spot late
1957027841,3,730Fam,umm bout get see da game see dey survived anotha game da series due im
1957028656,0,Fairywinds,thinking much work
1957028775,1,MllexCamelia,forgot live
1957028895,1,d0nnadean,seen whole
1957029111,1,InNoSenseLost,miss y'all give
1957029634,0,maddy_1212,gap year going quick
1957029641,1,jocelleuntalan,bit bummed friends walking
1957029899,3,tokyojackson,girl blunt soooooooo thoughts right absolutly day home
1957030196,1,SoSpoiledDatsMe,twitter hacked
1957030545,1,faddict,found mj mouse flats course none left size
1957030596,3,PULLINGTEEETH,wont time buy need new pa
1957030622,0,sharnanicole,hahaha well try ugly
1957030793,3,aeria_gloris,
1957031520,1,Intel_Eric,even want know know go miss
1957031859,2,KylieMalchus,weekend go moving lot fun though
1957032014,3,Simranvfc,night night twitter cant believe thomas thing gunna
1957032051,3,allieeeec,happening
1957032114,0,johnnypurple,oh hugs
1957032127,3,minauderie,bored talking someone busy something else kinda idk
1957032228,1,tiffanylue,knoww things samee
1957032539,1,tweeterchic66,pm need early set garage sale starts wish said
1957033043,2,carlysialevert,kno yall partyin
1957033103,1,sjwilling,twitter suddenly respond messages
1957033219,3,mstellacrap,ugh dad told read article bee like
1957033558,1,Rossco_NZ,matter good hair looks curly burn get hands covered suck
1957033776,1,vivianenguyen,fall asleep playing apps going suck
1957033815,3,ANDREAMARIEXOXO,
1957033874,0,Lilixbabi3,hate bf beats da guess way teach
1957033901,1,ACjoint,sprained ankle like really badly tore birthday weekend
1957034202,1,JohnnyFiction,believe song stolen disappointed
1957034289,0,kimba1bl,think may broke toe bar drunk girl
1957034434,3,dawnoftheprawn,sale done today big theater w fun void chili fries tips
1957034566,1,mara_nerdgirl,wish first need something play
1957034940,3,mommyanjayyy,
1957034983,3,djcosta1977,story reminds living
1957035419,3,twinkleval,youre might still allowed eat sugar throughout
1957035564,2,rondhi,spilled beer half met cute
1957035950,0,geezitslouize,roommate loves ignore
1957036183,3,LizSkoczylas,make nachos would made
1957037405,3,cynthiaperez,judge pillow
1957037860,3,oh_slc,lightning thunder glad hope late school tomorow
1957038324,1,judez_xo,teeth head hurts
1957038398,1,christynnicole,rob zombie smell
1957038470,0,No1PanicFan,bout like day year
1957038475,1,kameezy,line
1957038477,1,LinksMommy,get job cuz need drunk miss lil
1957038763,1,xxkxx07,got wanting read last chaper breaking dawn cause dont want
1957038970,1,melissacalderon,need
1957039203,1,megan_kelli,going school tomorrow take sam body car accidents
1957039456,1,trixbiscuits,arrested
1957039841,3,Elliecopter_,wicked time come cant stay night
1957039894,1,TheNewBradie,omg keep losing followers sad want goal ;D
1957039922,1,jmil1733,feel
1957039947,1,Ennjo,see hair hows
1957040172,1,kourt_1023,empty trash things ever done pictures
1957040395,1,joe_uberkawaii,im contacting find new im love dog soo much
1957040988,1,xxkxx07,got wanting read last chaper breaking dawn cause dont want
1957041569,1,searchformatt,family
1957041648,3,ssanyal,manual taking ever outlook crappy msft product
1957041745,1,ROBOKAWAII,store closed
1957041767,1,courtneyyy3,sad quiet empty tonight
1957041812,0,MissxMarisa,others singing sure could wish could afford drum set
1957041856,1,Kgreenel,never answered sent need
1957042008,1,kharise,trying get pilot first season friday night gosh
1957042316,1,heartbeam,headed cancelled trip
1957042474,1,andimoonpie,cystic eye face swollen
1957042509,1,thecareysisters,think anyone caught
1957042579,3,rebekahlynne,need sleeping even tired
1957042734,3,Kayleia,
1957042799,3,sparklyrainbowz,
1957042862,3,Kaxiee,lyin faaaaar early
1957043226,1,lindseyrivera,file bankruptcy
1957043241,1,princessniki1,dont feel good fuckkk
1957044366,1,snoopync18,agree work double shift
1957044680,1,SomeThingTiny,looks like never go zoo
1957044694,1,ABabyBlueEyes,poor girl email relying
1957044783,3,brianalotto,play
1957044789,1,GothWab,bad
1957044935,0,helenmurdock,hose leaked water new floating floor
1957045395,1,DudeAsInCool,go dreaded tomorrow
1957045641,3,kbeilz,bit
1957045692,2,Fredrikkk,english working interactive
1957045940,1,dzgraphicdesign,rec work
1957046053,3,alexandraduggan,tomorrow anything special
1957046090,1,TweedyLynn,puppy still always look back long scar
1957046631,1,Atheprincez,know ima work tomorrow wit body dis sore ugh
1957046815,3,md_alston,
1957047408,3,kbeilz,plus little far walk sushi
1957047569,1,kilrturkey,feeling pressure head always kicks nasty looking forward
1957047571,1,marissazaguirre,looked really good kinda sad broke
1957047787,1,CherTwinkles,suppose turn sentence outline research paper within hour online neck
1957047828,1,5Neezy,across way say prayer
1957048027,1,imsoapee,want
1957048703,0,JBMareMareJB,ohhhh always make power go
1957048870,1,jmil1733,feel
1957049167,1,theangelicsin,real journal annoying look like
1957050633,0,STAR13R,
1957050684,1,Suemagoo01,feeling bad got bad news
1957050747,1,Nick_Myndflip,dun
1957050890,1,queenbmakeup,damn girl ya let know get kit together got flyer next
1957051517,1,sloanquigley,booooooo flippin bahaha kno dont many friends feel lame haha
1957052167,3,Fluffy_Cupycake,thats thinking time
1957052211,3,echothirteen,still sleep hot chicks none cool
1957052409,1,divya084,feel like working think tweet
1957052932,1,shaghayeghhh,feels sick stomach idkk
1957053170,1,Tania_Satine,special sau un alt weekend
1957053247,3,Roblex,hours lost sunshine
1957053338,0,savindotme,dude saw looks like mini excursion pretty kick see sun tho
1957053409,3,gangstamittens,hungry
1957053566,1,Anime81,thrown van yesterday taken
1957055178,1,dolphin8772,got final think getting free seat
1957055396,3,girlyghost,good morning work morning gutted lol nevermind
1957055530,0,TK04,work morning friends get party bberry lite flashing red
1957055981,2,montanaspeaks,boring sing *-*
1957056027,1,joslinjewels,link work
1957056041,3,AmyJade,hahaha know anyone anything except powers live bubble
1957056896,1,cadences,um ya think dying
1957057026,1,omaroonie,day bone
1957057469,1,ohsht,feel like house
1957057586,3,m_y16,love like hard
1957058130,0,iamQuest,ur supposed tho
1957058219,1,ecctv,know shells crabs use beach due beach sad
1957058436,0,Miiiiich,
1957058504,2,neovile,new sleep give might die first
1957059348,1,chubbbie,stupid hurts
1957059587,2,Pretty_Edgie,love song song think still
1957059671,3,D_MiKeY,
1957059917,1,MelissaWOOF,computers broken broke laptop use phone ahh still cause fucked
1957060283,3,mizzlizwhizz,good holiday chalet sight look v similar home today
1957060439,1,Aeonflux21,sad heard another friend losing reminder
1957061418,1,ashleeadams,starting feel really anxious something bad happened cos seems like ages
1957061527,1,morganis_21,dog ran
1957061884,0,caitimac,suck
1957062262,1,Flergs,top molar swollen toothache sinus
1957062621,3,antonywu,finished hours hours go
1957062676,1,iamsarahkelley,anyone know good rap need make cd idea
1957062698,2,ShirleyValverde,want go summer miss
1957062783,3,moikusmanruzuar,happen
1957062827,1,SamG2020,else lived since fun happens
1957063783,0,Craz_Monkay21,power lost power could buy
1957063845,1,nadanada,love
1957064177,1,q_ueenie,mobile phone refuses either battery broken booooo
1957064253,1,katiebisson,oh wish would get sign something send let call meet something
1957064566,1,Monica2112,thought u bad see videos tomorrow
1957064575,1,barbieprincess,everyone sorry going early last night bad felt totally crap new day
1957064578,3,samantha_x,went beach started raining
1957064908,1,Sh33na_C,wish parents put school much easier get
1957065570,3,davidbarrett1,physically moving reporting directly
1957065963,3,sloanquigley,didnt show tonight
1957066120,1,bozackula,jealous looks like list toronto
1957066701,3,FinIsKing,want another
1957067386,3,maneeraj,left bah D:
1957067779,3,Maureen12683,need make lot money tomorrow
1957067988,1,whaaalian,room makes
1957068229,1,the1germ,fell bed massive panic attack sure sleep
1957068585,3,20K_MILLIONAIRE,gays made tonight
1957068880,1,GarageGlamorous,oh completely forgot sucks
1957069453,1,charubhashini,people world people great world living
1957070273,0,courtneyyy3,sleeping cuz live east
1957070484,3,harempriestess,bet cool stopped sweating since noon dad packing
1957070534,1,jjae725,dislike
1957070786,1,Jaydeyn,going city library buying good thing try
1957070871,3,Bre_Baby,decided trans frm relaxed natural hair wish whole head looked like instant
1957071331,1,only1lucylocket,sorry bout
1957071583,3,maica888,needs increase salary
1957072308,1,heyisabelle_,stomach feels like touching full
1957072400,2,kaboyd5,woke incredible
1957072637,2,destinyhope92,wait hear new sure replay love
1957072682,1,anticlothes,much work little time
1957072896,1,Jsskkaa,missed iron chef
1957073073,1,iRoy,version sucks
1957073201,1,Katja112,bad day
1957073668,3,kort030,know never got hang love chicago want go trip sounds like fun
1957073753,0,imayami,hates ng
1957073984,1,GravesNovels,internet
1957074101,0,Ms_MaryJane,omg didnt tweet much
1957074214,1,nurulz,feeling giddy go
1957074267,3,NACYBUL,week wasnt without adam lambert
1957074812,3,joslinjewels,link work
1957074977,1,thewebguyuk,last day youth camp
1957075035,3,chowcassendra,
1957075180,3,SoundExecution,rhymes
1957075229,1,Chassidy72,please save polar
1957075268,2,mrs_mcsupergirl,noooooooooooo look lot pictures lol lol
1957075370,0,inimeg,really sleepy right word much work
1957075457,1,ljslover,come attention friend recently gained know
1957075557,1,Dreamofdragons,guess im staying home
1957076048,1,hakeem,went cd store search
1957076214,1,passionsista,reminds weather month ago horrible hope well hugs
1957076433,1,sayble,miss mom angels lead
1957076450,2,brockm,really android twitter app
1957076577,0,benfulghum,beach walking cold water work morning ily
1957077528,3,KhoreoKat,
1957077552,1,krzy415,feel way every day
1957077564,1,M_R_Barlow,day sleep get go shopping
1957077934,3,MunjknMoe,well got home till tmw comcast right didnt miss
1957078157,1,LoveRichele,missing godfather right
1957078740,1,KayLove254,headache right sucks
1957079130,1,AmGies,hope ya sleepin well guys still
1957079355,2,drugunter,color
1957079403,1,XonneL,baby miss game work keep posted please
1957079496,1,joanneliyeng,comfort food pan didnt taste good
1957079533,1,hot_firekitty,damn drunk hot sucks
1957079568,1,moniquemiranda,misses
1957079622,1,KevinAbbeyTech,sleeping paperwork
1957079972,1,mauramora,sick
1957080150,1,drdre07,midnight cry wish person wanted right
1957080521,3,KiraTalise,need follow real quick cause
1957080579,1,btiggs,poorly sleep
1957080963,1,violetscream,pole hopeless dancing sexy moves spreading
1957081280,1,Toxiferous,unfortunate souls appear pants
1957081795,1,katcal,told often wash hair would never speak
1957082086,1,drinkupgorgeous,like another sleepless night dedicated
1957082503,1,teenicky,
1957082536,1,soulpoet101,didnt say goodnight
1957082538,0,sin__,right
1957082926,1,ScottFerrante,work
1957082939,3,dansterdavid,wait hours next flight
1957083056,3,Rmgrooms,sleep nothings
1957083084,2,synerje,pics uploaded baby pics adult pretty little kitten heaven
1957083230,3,endlessblush,oh good enough
1957083616,1,Mayceej,today say goodbye second good friend week least sun shinning definately working pm
1957083641,0,elDi_irk,
1957083786,1,munkeysmomma,really guess go bed
1957083910,1,goyuuki,met stranger min stalking store
1957084165,0,FreeBleuDaVinci,tee u supposed
1957084166,1,SteeleKarma,things say hurt ones love never ever take fix
1957084446,1,megan901,
1957084552,3,Mari8275,mean
1957084638,1,Sweta,dont feel work
1957084742,1,dsd721,hoping get sleep tonight
1957084935,3,saurabh,student student years could stay
1957084945,1,TinaBinaTooReal,missing days pass quick enough
1957085151,0,josh_kim,hate
1957085211,1,d3signar,home back killing physio later
1957085406,3,chaitanyak,back work distractions
1957086137,2,destinyhope92,say hi replay please love
1957086150,3,veedigga,awwww never noticed
1957086168,3,lpstewie,sucks well state starts tomorrow im headin nitey nite
1957086444,1,steveapple,like going nice work annoying choice
1957086920,3,TartyTart,guys keep set forgot ask xx
1957087043,3,elver,impression based saw quite
1957087059,1,AbiCorker,hoping dad takes game
1957087780,1,imma_winner_bby,
1957087793,1,Quastbabynumbr5,deeply
1957088016,3,hiimmjramos,time go get go work
1957088179,2,Halo3Junkie,big going going hard cuz workin miss alot
1957088224,1,shen_nanigans,sniff sniff take care chatting mean miss
1957088340,3,pezz361356,want teleport
1957088574,1,Chassidy7,please save polar
1957088900,1,TriciaRuiiiz,nose head teeth hurt like feel
1957089208,1,Dannnielleuhh,want
1957089386,3,DjLiTeEyEz,mind soul lil
1957089465,2,allanmoran,good seen agency work upcoming
1957089708,3,Jayisfly,wut
1957089935,0,umi78,
1957090025,1,kathleenkane,hope
1957090285,1,ily_cutebutt,feel like shit saying month late
1957090408,1,divinedreams4me,kinda goin wack
1957090493,0,FeistyRedheadHB,home work finished need eat dinner know
1957090496,1,BossTycoonLZ,wish
1957090643,1,synerje,miss little months old got always fun full life
1957091075,3,mmodi93,finally time hate keeps happening
1957091147,3,lilmissmelz84,seriously bored without anyone talk tired enough sleep
1957091327,1,WeeWifie1981,morning hate
1957091357,3,hobosexual,give computer break omg
1957091372,1,ambieshell,bed bed bed never answer texts thought day sent never heard day
1957091954,3,hommieJ,u
1957092017,1,Tinatru,longer
1957092623,1,drewcuano,wow dawg sound like feel bad haha
1957092921,0,Quastbabynumbr5,deep
1957093069,2,StoneFoxapparel,little foster kittens getting going b missed get amazing
1957093096,3,AmyIsDayDreamin,week till exam block
1957093148,3,KlownDogg,home cats right
1957093185,1,jesshui,hoping fail would sad
1957093471,1,linercare,would shoulder stop hurting sleep normal solid hours good
1957093807,3,psychkatie,last show like better
1957093920,1,ebelow,sorry bad driving
1957093924,3,mrs_mcsupergirl,
1957094323,1,VdChiongbian,misses
1957094812,0,vyvien,plan may changes nooooooo
1957094989,0,tonydeanxo,sister douchebag
1957095452,0,textdrivebys,fees complete
1957095604,3,Spigrrl,
1957096302,1,purplelaptopgrl,knew worn mask plane feeling beginnings sore throat
1957096324,1,ether_radio,bathroom still free early work going happen need
1957096447,3,Samm_xo,long
1957097210,1,shyninjahinata,awww wish could stuck eyes knitting needles
1957097329,0,karinb_za,show
1957097629,3,AGTK,glasses gives
1957097730,3,dappyiznum1,stop talkin food haha fill like sum hha hows day goin starting
1957098732,1,ThatWhisperKiss,finished sewing uploading pictures cant believe difficulties
1957098844,1,YoCorina,thank (: cant ummm btw ima crash still sick
1957098983,1,joseaqui,work home laptop
1957099112,1,oOoshecutee,guy calls phone see number real ohh phone working try tomorrow
1957099375,1,xntrek,lonely buggers making feel like scotty mates
1957099717,1,BoothFactor2,came back st lose lead last
1957099719,1,Lia_arch_angel,summer vacation almost kinda sad wonder section
1957099757,3,aerynblack,page votes
1957099758,1,JayhawkSteph07,bummed wear sweet kicks
1957100044,1,deviantweapon,twitter broken
1957100351,3,KatieQuan,night hope pray gets better
1957100428,1,Frontieruk,depressing stuck inside day
1957100610,1,soumyatilak,even saw news feeds archie believe choose disappointed
1957100791,1,truebluboy,hate miss
1957101169,3,marymkeane,im eating pork tho beef still
1957101953,2,_SarahF_,ready school second maths test today also last day rd week officially th year
1957102054,1,oceane23,bed
1957102266,1,name_me_aly,depressed included gardens quiz facebook
1957102331,1,harempriestess,still totally high s soooo forward aug sept
1957102464,1,rscholar,tomato plants
1957102562,1,Quastbabynumbr5,deep soul
1957102785,1,TezG,come get next week get next week full
1957103043,3,LadyotLane,friday much fun skint though
1957103680,1,arielol,tell anyone dont know dad told think taking
1957103831,1,Nicolee09x,(:
1957103842,2,triciaruth,drive miss kitten cuddles going ride
1957103882,1,moonblessed,children promised birthday brekkie problem bugger food house
1957104001,1,missbossy,realized going
1957104581,3,sosleazy,think able get bed tomorrow morning
1957104795,0,viherrera,cant use blackberry
