tweet_id,sentiment,author,content
1957007394,3,jarekpastor,watching
1957007437,1,grrimadinox,get california ahahah want dont ebay
1957007633,1,IAmYourDensity,saw pics past sad
1957007981,1,MunkyMunch,wont let
1957008075,1,Inamint,shift really feel like working right
1957008193,1,kimchiipanda,money phone
1957008287,1,KarlOnSea,last night wheels hit
1957008292,2,RoseMarionTyler,days ready visit see heard anything
1957008434,1,Just_Cath,hear thunder
1957008478,1,bekahjayne,bec vs fat food winner fat food ill beat
1957008498,1,CathyDohling,bad disappointing say least
1957008766,2,shutitoff,dream pretty pretty beach beach woke
1957008802,1,pfak,fast enough x try
1957008987,3,lilTanker,da heck garage man get ask
1957009454,1,woahitsJana,please forgive really lose
1957009666,2,wendyisastar,probably pretty good note self
1957010072,2,tiffalo,plane tickets expensive
1957010329,2,NoteRobot,probably pretty good note self
1957010415,1,trina3mg,job
1957011291,1,ABCeCe,wish
1957011738,1,ignoredt,coffee today asked person needed speak
1957012476,1,nickhalme,played latter parts voodoo village part lost usual partner
1957012535,3,SexyBeach,n bored opposed almost sleep frm b
1957012769,1,ditzyfrenchfrys,bad friend
1957013149,2,cheeseyy,happy hope awesome see next last
1957013166,1,jupzchris,im shit right im vacation got workin
1957013488,1,LetitiaIvy,ill
1957013697,3,Labellajuicy,guess go still gym work
1957013723,3,babygurl0791,would wish severe would prescriptions arent working
1957013804,1,jammmaster1021,missed game
1957013885,1,debraladiva,internet last massive explosion end nearby gas works standby
1957013895,3,kkjordan,cuz airlines super
1957013896,1,sigitt,pity comes lamb though
1957014267,1,Karoli,sorry hear get
1957014389,3,misscinders,done painting bedroom still table wait moving heat
1957014493,3,Taynted_lyfe,
1957014517,2,dalastmil62,hungry probably never see enjoy closing
1957014653,1,sloanquigley,didnt show tonight
1957014706,0,butteredninja,hate hate let go home want start
1957015287,3,skk123,
1957015475,2,WgtnCoffeeCup,desktop twitter app actually let access liked
1957015719,0,dancingwithself,people house know close doors
1957016086,1,chrisshennan,completing facebook quizzes time especially friday morning
1957016169,1,thatonebroad,soooo hungry
1957016339,1,R_nB,like possibility left side brain hurting thing called shunt possible death
1957016697,1,fritoleva,cancel wow
1957016818,2,PnkRckGirl97,wants make music profile money know write music know play instrument studio
1957017164,1,RoxieDax,sad love account
1957017177,1,KCSuzy,hear helicopter flying kind headache
1957017320,3,xSpotlighted,oh always ;)
1957017333,2,serinurshira,back last day playing
1957017486,3,skypen,poll trying get work powerpoint
1957017522,1,Davislb921,took math test day teacher says bring decided
1957017595,1,c10gg3rgirl,concert madrigals gave chills almost every also called didnt get go
1957017610,1,thetoughsams,terrible hardest live good thing found
1957018061,1,lsvdmbfan,late nothin
1957018162,1,leilanire,think vog making sicker feeling slightly achy
1957018678,3,oohZOE,watching vodka involved
1957019034,1,monkeylover96,homework sux big time maths
1957019121,1,portablegamer,would let play songs start blacks
1957019458,1,RefinedCaliber,never
1957019556,1,JMarmo13,sometimes wish things could go way beginning last summer
1957019715,1,Mrs_Jackman,downloaded new twitterfon update thinking fixing typing problem new
1957019766,1,retroglo,north goes
1957020180,1,ChickenNuggets,feel guess matter always
1957020385,1,itspaigepenales,minutes done minutes today minutes
1957020390,1,Karmenyl,confused
1957020593,1,anbudan_BALA,friends like need advice wrong time led deaths lost cause well
1957020624,2,Tonysize,day
1957020702,2,HD_Fury,wait zombie weeks
1957020861,2,BritishAtHeart1,looove playing think sound
1957021039,3,Musti08,refunds takes like hoping thief use hacks
1957021224,1,la_oooo_ra,im cries
1957021305,1,AndyClaudine,girl came room rent sadly think bit disappointing
1957021321,1,FoOie,units tourists today
1957021486,0,karissaferg,hate new mt dew giant scares grosses time
1957021631,3,KittyPoops,well hours
1957022610,3,leonperkin,super keen drive home rain additional required really deal
1957022799,1,dan11ela,aw u let
1957023061,1,MissxMarisa,sorry think stick least compared used look
1957023133,1,AmyFuentes,transport church wont making im time assignments throat really hurts
1957023263,2,youulovemee,see pregnant women sooo irresponsible n baby
1957023739,1,Tin06,cant avoid lie
1957023842,1,hoolahoopchick,twittascope rocking socks go away
1957023917,1,schlingel,home forgot piece cake
1957024334,1,o0hmaig0d,tried jumping without trampoline like eaten
1957025428,1,lungjen,send email feel need shitty
1957026475,3,annamaurice,pissing letting follow ericka
1957027495,1,FreddyS87,going sleep peaceful wanted hear say happen
1957027630,1,CforrClemmensen,mums trying make feel stopping voting winning almost
1957027687,1,lucasd,close spot late
1957027841,1,730Fam,umm bout get see da game see dey survived anotha game da series due im
1957028656,2,Fairywinds,thinking much work
1957028775,1,MllexCamelia,forgot live
1957028895,2,d0nnadean,seen whole
1957029111,1,InNoSenseLost,miss y'all give
1957029634,3,maddy_1212,gap year going quick
1957029641,1,jocelleuntalan,bit bummed friends walking
1957029899,1,tokyojackson,girl blunt soooooooo thoughts right absolutly day home
1957030196,3,SoSpoiledDatsMe,twitter hacked
1957030545,3,faddict,found mj mouse flats course none left size
1957030596,1,PULLINGTEEETH,wont time buy need new pa
1957030622,2,sharnanicole,hahaha well try ugly
1957030793,3,aeria_gloris,
1957031520,1,Intel_Eric,even want know know go miss
1957031859,2,KylieMalchus,weekend go moving lot fun though
1957032014,1,Simranvfc,night night twitter cant believe thomas thing gunna
1957032051,3,allieeeec,happening
1957032114,2,johnnypurple,oh hugs
1957032127,1,minauderie,bored talking someone busy something else kinda idk
1957032228,0,tiffanylue,knoww things samee
1957032539,1,tweeterchic66,pm need early set garage sale starts wish said
1957033043,3,carlysialevert,kno yall partyin
1957033103,1,sjwilling,twitter suddenly respond messages
1957033219,1,mstellacrap,ugh dad told read article bee like
1957033558,1,Rossco_NZ,matter good hair looks curly burn get hands covered suck
1957033776,1,vivianenguyen,fall asleep playing apps going suck
1957033815,3,ANDREAMARIEXOXO,
1957033874,3,Lilixbabi3,hate bf beats da guess way teach
1957033901,1,ACjoint,sprained ankle like really badly tore birthday weekend
1957034202,1,JohnnyFiction,believe song stolen disappointed
1957034289,1,kimba1bl,think may broke toe bar drunk girl
1957034434,2,dawnoftheprawn,sale done today big theater w fun void chili fries tips
1957034566,1,mara_nerdgirl,wish first need something play
1957034940,3,mommyanjayyy,
1957034983,2,djcosta1977,story reminds living
1957035419,1,twinkleval,youre might still allowed eat sugar throughout
1957035564,2,rondhi,spilled beer half met cute
1957035950,2,geezitslouize,roommate loves ignore
1957036183,3,LizSkoczylas,make nachos would made
1957037405,3,cynthiaperez,judge pillow
1957037860,2,oh_slc,lightning thunder glad hope late school tomorow
1957038324,1,judez_xo,teeth head hurts
1957038398,3,christynnicole,rob zombie smell
1957038470,2,No1PanicFan,bout like day year
1957038475,1,kameezy,line
1957038477,1,LinksMommy,get job cuz need drunk miss lil
1957038763,0,xxkxx07,got wanting read last chaper breaking dawn cause dont want
1957038970,1,melissacalderon,need
1957039203,1,megan_kelli,going school tomorrow take sam body car accidents
1957039456,3,trixbiscuits,arrested
1957039841,1,Elliecopter_,wicked time come cant stay night
1957039894,1,TheNewBradie,omg keep losing followers sad want goal ;D
1957039922,1,jmil1733,feel
1957039947,3,Ennjo,see hair hows
1957040172,2,kourt_1023,empty trash things ever done pictures
1957040395,2,joe_uberkawaii,im contacting find new im love dog soo much
1957040988,0,xxkxx07,got wanting read last chaper breaking dawn cause dont want
1957041569,3,searchformatt,family
1957041648,1,ssanyal,manual taking ever outlook crappy msft product
1957041745,1,ROBOKAWAII,store closed
1957041767,1,courtneyyy3,sad quiet empty tonight
1957041812,1,MissxMarisa,others singing sure could wish could afford drum set
1957041856,1,Kgreenel,never answered sent need
1957042008,1,kharise,trying get pilot first season friday night gosh
1957042316,1,heartbeam,headed cancelled trip
1957042474,1,andimoonpie,cystic eye face swollen
1957042509,1,thecareysisters,think anyone caught
1957042579,1,rebekahlynne,need sleeping even tired
1957042734,3,Kayleia,
1957042799,3,sparklyrainbowz,
1957042862,3,Kaxiee,lyin faaaaar early
1957043226,3,lindseyrivera,file bankruptcy
1957043241,1,princessniki1,dont feel good fuckkk
1957044366,3,snoopync18,agree work double shift
1957044680,3,SomeThingTiny,looks like never go zoo
1957044694,1,ABabyBlueEyes,poor girl email relying
1957044783,3,brianalotto,play
1957044789,1,GothWab,bad
1957044935,2,helenmurdock,hose leaked water new floating floor
1957045395,3,DudeAsInCool,go dreaded tomorrow
1957045641,3,kbeilz,bit
1957045692,3,Fredrikkk,english working interactive
1957045940,3,dzgraphicdesign,rec work
1957046053,3,alexandraduggan,tomorrow anything special
1957046090,1,TweedyLynn,puppy still always look back long scar
1957046631,1,Atheprincez,know ima work tomorrow wit body dis sore ugh
1957046815,3,md_alston,
1957047408,1,kbeilz,plus little far walk sushi
1957047569,1,kilrturkey,feeling pressure head always kicks nasty looking forward
1957047571,1,marissazaguirre,looked really good kinda sad broke
1957047787,1,CherTwinkles,suppose turn sentence outline research paper within hour online neck
1957047828,0,5Neezy,across way say prayer
1957048027,1,imsoapee,want
1957048703,1,JBMareMareJB,ohhhh always make power go
1957048870,1,jmil1733,feel
1957049167,0,theangelicsin,real journal annoying look like
1957050633,3,STAR13R,
1957050684,1,Suemagoo01,feeling bad got bad news
1957050747,2,Nick_Myndflip,dun
1957050890,1,queenbmakeup,damn girl ya let know get kit together got flyer next
1957051517,1,sloanquigley,booooooo flippin bahaha kno dont many friends feel lame haha
1957052167,3,Fluffy_Cupycake,thats thinking time
1957052211,3,echothirteen,still sleep hot chicks none cool
1957052409,1,divya084,feel like working think tweet
1957052932,1,shaghayeghhh,feels sick stomach idkk
1957053170,2,Tania_Satine,special sau un alt weekend
1957053247,1,Roblex,hours lost sunshine
1957053338,2,savindotme,dude saw looks like mini excursion pretty kick see sun tho
1957053409,1,gangstamittens,hungry
1957053566,1,Anime81,thrown van yesterday taken
1957055178,3,dolphin8772,got final think getting free seat
1957055396,2,girlyghost,good morning work morning gutted lol nevermind
1957055530,2,TK04,work morning friends get party bberry lite flashing red
1957055981,1,montanaspeaks,boring sing *-*
1957056027,3,joslinjewels,link work
1957056041,2,AmyJade,hahaha know anyone anything except powers live bubble
1957056896,2,cadences,um ya think dying
1957057026,1,omaroonie,day bone
1957057469,1,ohsht,feel like house
1957057586,2,m_y16,love like hard
1957058130,3,iamQuest,ur supposed tho
1957058219,1,ecctv,know shells crabs use beach due beach sad
1957058436,3,Miiiiich,
1957058504,1,neovile,new sleep give might die first
1957059348,1,chubbbie,stupid hurts
1957059587,2,Pretty_Edgie,love song song think still
1957059671,3,D_MiKeY,
1957059917,1,MelissaWOOF,computers broken broke laptop use phone ahh still cause fucked
1957060283,3,mizzlizwhizz,good holiday chalet sight look v similar home today
1957060439,1,Aeonflux21,sad heard another friend losing reminder
1957061418,1,ashleeadams,starting feel really anxious something bad happened cos seems like ages
1957061527,1,morganis_21,dog ran
1957061884,1,caitimac,suck
1957062262,1,Flergs,top molar swollen toothache sinus
1957062621,3,antonywu,finished hours hours go
1957062676,1,iamsarahkelley,anyone know good rap need make cd idea
1957062698,1,ShirleyValverde,want go summer miss
1957062783,1,moikusmanruzuar,happen
1957062827,2,SamG2020,else lived since fun happens
1957063783,1,Craz_Monkay21,power lost power could buy
1957063845,2,nadanada,love
1957064177,1,q_ueenie,mobile phone refuses either battery broken booooo
1957064253,1,katiebisson,oh wish would get sign something send let call meet something
1957064566,1,Monica2112,thought u bad see videos tomorrow
1957064575,1,barbieprincess,everyone sorry going early last night bad felt totally crap new day
1957064578,3,samantha_x,went beach started raining
1957064908,1,Sh33na_C,wish parents put school much easier get
1957065570,3,davidbarrett1,physically moving reporting directly
1957065963,1,sloanquigley,didnt show tonight
1957066120,1,bozackula,jealous looks like list toronto
1957066701,2,FinIsKing,want another
1957067386,1,maneeraj,left bah D:
1957067779,1,Maureen12683,need make lot money tomorrow
1957067988,1,whaaalian,room makes
1957068229,1,the1germ,fell bed massive panic attack sure sleep
1957068585,2,20K_MILLIONAIRE,gays made tonight
1957068880,1,GarageGlamorous,oh completely forgot sucks
1957069453,2,charubhashini,people world people great world living
1957070273,3,courtneyyy3,sleeping cuz live east
1957070484,2,harempriestess,bet cool stopped sweating since noon dad packing
1957070534,3,jjae725,dislike
1957070786,3,Jaydeyn,going city library buying good thing try
1957070871,3,Bre_Baby,decided trans frm relaxed natural hair wish whole head looked like instant
1957071331,1,only1lucylocket,sorry bout
1957071583,3,maica888,needs increase salary
1957072308,1,heyisabelle_,stomach feels like touching full
1957072400,3,kaboyd5,woke incredible
1957072637,2,destinyhope92,wait hear new sure replay love
1957072682,2,anticlothes,much work little time
1957072896,1,Jsskkaa,missed iron chef
1957073073,1,iRoy,version sucks
1957073201,1,Katja112,bad day
1957073668,2,kort030,know never got hang love chicago want go trip sounds like fun
1957073753,1,imayami,hates ng
1957073984,1,GravesNovels,internet
1957074101,0,Ms_MaryJane,omg didnt tweet much
1957074214,1,nurulz,feeling giddy go
1957074267,1,NACYBUL,week wasnt without adam lambert
1957074812,3,joslinjewels,link work
1957074977,2,thewebguyuk,last day youth camp
1957075035,3,chowcassendra,
1957075180,1,SoundExecution,rhymes
1957075229,3,Chassidy72,please save polar
1957075268,2,mrs_mcsupergirl,noooooooooooo look lot pictures lol lol
1957075370,2,inimeg,really sleepy right word much work
1957075457,1,ljslover,come attention friend recently gained know
1957075557,3,Dreamofdragons,guess im staying home
1957076048,1,hakeem,went cd store search
1957076214,2,passionsista,reminds weather month ago horrible hope well hugs
1957076433,1,sayble,miss mom angels lead
1957076450,3,brockm,really android twitter app
1957076577,1,benfulghum,beach walking cold water work morning ily
1957077528,3,KhoreoKat,
1957077552,1,krzy415,feel way every day
1957077564,3,M_R_Barlow,day sleep get go shopping
1957077934,1,MunjknMoe,well got home till tmw comcast right didnt miss
1957078157,1,LoveRichele,missing godfather right
1957078740,1,KayLove254,headache right sucks
1957079130,2,AmGies,hope ya sleepin well guys still
1957079355,3,drugunter,color
1957079403,1,XonneL,baby miss game work keep posted please
1957079496,2,joanneliyeng,comfort food pan didnt taste good
1957079533,1,hot_firekitty,damn drunk hot sucks
1957079568,1,moniquemiranda,misses
1957079622,3,KevinAbbeyTech,sleeping paperwork
1957079972,1,mauramora,sick
1957080150,1,drdre07,midnight cry wish person wanted right
1957080521,3,KiraTalise,need follow real quick cause
1957080579,1,btiggs,poorly sleep
1957080963,2,violetscream,pole hopeless dancing sexy moves spreading
1957081280,1,Toxiferous,unfortunate souls appear pants
1957081795,3,katcal,told often wash hair would never speak
1957082086,2,drinkupgorgeous,like another sleepless night dedicated
1957082503,3,teenicky,
1957082536,3,soulpoet101,didnt say goodnight
1957082538,3,sin__,right
1957082926,3,ScottFerrante,work
1957082939,2,dansterdavid,wait hours next flight
1957083056,1,Rmgrooms,sleep nothings
1957083084,2,synerje,pics uploaded baby pics adult pretty little kitten heaven
1957083230,1,endlessblush,oh good enough
1957083616,1,Mayceej,today say goodbye second good friend week least sun shinning definately working pm
1957083641,3,elDi_irk,
1957083786,3,munkeysmomma,really guess go bed
1957083910,2,goyuuki,met stranger min stalking store
1957084165,1,FreeBleuDaVinci,tee u supposed
1957084166,2,SteeleKarma,things say hurt ones love never ever take fix
1957084446,3,megan901,
1957084552,1,Mari8275,mean
1957084638,1,Sweta,dont feel work
1957084742,1,dsd721,hoping get sleep tonight
1957084935,1,saurabh,student student years could stay
1957084945,1,TinaBinaTooReal,missing days pass quick enough
1957085151,0,josh_kim,hate
1957085211,1,d3signar,home back killing physio later
1957085406,3,chaitanyak,back work distractions
1957086137,2,destinyhope92,say hi replay please love
1957086150,1,veedigga,awwww never noticed
1957086168,1,lpstewie,sucks well state starts tomorrow im headin nitey nite
1957086444,2,steveapple,like going nice work annoying choice
1957086920,2,TartyTart,guys keep set forgot ask xx
1957087043,3,elver,impression based saw quite
1957087059,1,AbiCorker,hoping dad takes game
1957087780,3,imma_winner_bby,
1957087793,3,Quastbabynumbr5,deeply
1957088016,1,hiimmjramos,time go get go work
1957088179,1,Halo3Junkie,big going going hard cuz workin miss alot
1957088224,1,shen_nanigans,sniff sniff take care chatting mean miss
1957088340,3,pezz361356,want teleport
1957088574,3,Chassidy7,please save polar
1957088900,1,TriciaRuiiiz,nose head teeth hurt like feel
1957089208,1,Dannnielleuhh,want
1957089386,3,DjLiTeEyEz,mind soul lil
1957089465,2,allanmoran,good seen agency work upcoming
1957089708,0,Jayisfly,wut
1957089935,3,umi78,
1957090025,2,kathleenkane,hope
1957090285,1,ily_cutebutt,feel like shit saying month late
1957090408,3,divinedreams4me,kinda goin wack
1957090493,1,FeistyRedheadHB,home work finished need eat dinner know
1957090496,1,BossTycoonLZ,wish
1957090643,1,synerje,miss little months old got always fun full life
1957091075,0,mmodi93,finally time hate keeps happening
1957091147,1,lilmissmelz84,seriously bored without anyone talk tired enough sleep
1957091327,0,WeeWifie1981,morning hate
1957091357,1,hobosexual,give computer break omg
1957091372,3,ambieshell,bed bed bed never answer texts thought day sent never heard day
1957091954,3,hommieJ,u
1957092017,1,Tinatru,longer
1957092623,1,drewcuano,wow dawg sound like feel bad haha
1957092921,1,Quastbabynumbr5,deep
1957093069,2,StoneFoxapparel,little foster kittens getting going b missed get amazing
1957093096,1,AmyIsDayDreamin,week till exam block
1957093148,3,KlownDogg,home cats right
1957093185,1,jesshui,hoping fail would sad
1957093471,1,linercare,would shoulder stop hurting sleep normal solid hours good
1957093807,1,psychkatie,last show like better
1957093920,1,ebelow,sorry bad driving
1957093924,3,mrs_mcsupergirl,
1957094323,1,VdChiongbian,misses
1957094812,3,vyvien,plan may changes nooooooo
1957094989,2,tonydeanxo,sister douchebag
1957095452,3,textdrivebys,fees complete
1957095604,3,Spigrrl,
1957096302,1,purplelaptopgrl,knew worn mask plane feeling beginnings sore throat
1957096324,1,ether_radio,bathroom still free early work going happen need
1957096447,1,Samm_xo,long
1957097210,1,shyninjahinata,awww wish could stuck eyes knitting needles
1957097329,1,karinb_za,show
1957097629,2,AGTK,glasses gives
1957097730,2,dappyiznum1,stop talkin food haha fill like sum hha hows day goin starting
1957098732,3,ThatWhisperKiss,finished sewing uploading pictures cant believe difficulties
1957098844,1,YoCorina,thank (: cant ummm btw ima crash still sick
1957098983,3,joseaqui,work home laptop
1957099112,1,oOoshecutee,guy calls phone see number real ohh phone working try tomorrow
1957099375,1,xntrek,lonely buggers making feel like scotty mates
1957099717,1,BoothFactor2,came back st lose lead last
1957099719,1,Lia_arch_angel,summer vacation almost kinda sad wonder section
1957099757,2,aerynblack,page votes
1957099758,2,JayhawkSteph07,bummed wear sweet kicks
1957100044,1,deviantweapon,twitter broken
1957100351,2,KatieQuan,night hope pray gets better
1957100428,1,Frontieruk,depressing stuck inside day
1957100610,1,soumyatilak,even saw news feeds archie believe choose disappointed
1957100791,1,truebluboy,hate miss
1957101169,3,marymkeane,im eating pork tho beef still
1957101953,1,_SarahF_,ready school second maths test today also last day rd week officially th year
1957102054,3,oceane23,bed
1957102266,1,name_me_aly,depressed included gardens quiz facebook
1957102331,1,harempriestess,still totally high s soooo forward aug sept
1957102464,2,rscholar,tomato plants
1957102562,1,Quastbabynumbr5,deep soul
1957102785,0,TezG,come get next week get next week full
1957103043,2,LadyotLane,friday much fun skint though
1957103680,1,arielol,tell anyone dont know dad told think taking
1957103831,3,Nicolee09x,(:
1957103842,1,triciaruth,drive miss kitten cuddles going ride
1957103882,1,moonblessed,children promised birthday brekkie problem bugger food house
1957104001,3,missbossy,realized going
1957104581,1,sosleazy,think able get bed tomorrow morning
1957104795,1,viherrera,cant use blackberry
